,WaferNo,BatchNo,TestDate,ChipID,Model,PFcode,MfgStep,Ith,Vf,Pwr,PwrEOL,SlopeEff,RollingFactor,Vkink,IforVkink,DiffR,Iop2,Pop2,Vop2,ModeECLwave,WLRange,IthRange,SpecChange,LargeIthChange,Warning
832381,19244570,8548000,06/02/17,FE101,G3188-001-110,0:08:09,1,50.3,1.1840000000000002,41.7,55.7,0.289,9.69%,1.4,412.8,0.0,350.0,70.86,1.327,1580.3,5.7000000000000455,1.7999999999999972,True,False,True
832382,19244570,8548000,06/02/17,FE101,G3188-001-110,0:08:09,1,48.5,1.153,41.4,55.2,0.28300000000000003,9.65%,1.4,417.7,0.0,350.0,70.25,1.2830000000000001,1586.0,5.7000000000000455,1.7999999999999972,True,False,True
783069,19244570,8548000,06/02/17,FE122,G3188-001-110,0:08,1,47.0,1.137,43.7,58.5,0.29600000000000004,8.83%,1.4,457.7,0.0,350.0,75.79,1.264,1583.3,3.900000000000091,1.0,True,False,True
783070,19244570,8548000,06/02/17,FE122,G3188-001-110,0:08,1,46.0,1.114,43.7,58.3,0.293,8.71%,1.3,461.0,0.0,350.0,75.4,1.232,1587.2,3.900000000000091,1.0,True,False,True
832395,19244570,8548000,06/02/17,FE122,G3188-001-110,0:08,1,47.0,1.137,43.7,58.5,0.29600000000000004,8.83%,1.4,457.7,0.0,350.0,75.79,1.264,1583.3,3.900000000000091,1.0,True,False,True
832396,19244570,8548000,06/02/17,FE122,G3188-001-110,0:08,1,46.0,1.114,43.7,58.3,0.293,8.71%,1.3,461.0,0.0,350.0,75.4,1.232,1587.2,3.900000000000091,1.0,True,False,True
783159,19244570,8548000,06/01/17,FH118,G3188-001-110,0:08,1,46.9,1.117,39.5,52.3,0.265,9.79%,1.4,469.8,0.0,350.0,65.44,1.236,1585.9,5.100000000000136,1.3999999999999986,True,False,True
783160,19244570,8548000,06/01/17,FH118,G3188-001-110,0:08,1,48.3,1.117,39.6,52.7,0.27,9.70%,1.4,469.8,0.0,350.0,66.18,1.236,1583.3,5.100000000000136,1.3999999999999986,True,False,True
783161,19244570,8548000,06/01/17,FH118,G3188-001-110,0:08,1,47.2,1.1159999999999999,39.4,52.2,0.265,9.63%,1.4,468.1,0.0,350.0,65.45,1.236,1580.8,5.100000000000136,1.3999999999999986,True,False,True
783191,19244570,8548000,06/02/17,FJ610,G3188-001-110,0:08:09,1,57.2,1.0659999999999998,38.7,53.3,0.284,6.75%,1.2,367.5,0.0,350.0,71.75,1.1640000000000001,1585.2,2.0,1.0,True,False,True
783192,19244570,8548000,06/02/17,FJ610,G3188-001-110,0:08:09,1,58.2,1.0659999999999998,38.9,53.8,0.28800000000000003,6.89%,1.2,366.6,0.0,350.0,72.43,1.163,1583.2,2.0,1.0,True,False,True
832547,19244570,8548000,06/02/17,FJ610,G3188-001-110,0:08:09,1,57.2,1.0659999999999998,38.7,53.3,0.284,6.75%,1.2,367.5,0.0,350.0,71.75,1.1640000000000001,1585.2,2.0,1.0,True,False,True
832548,19244570,8548000,06/02/17,FJ610,G3188-001-110,0:08:09,1,58.2,1.0659999999999998,38.9,53.8,0.28800000000000003,6.89%,1.2,366.6,0.0,350.0,72.43,1.163,1583.2,2.0,1.0,True,False,True
783208,19244570,8548000,06/02/17,FJ627,G3188-001-110,0:08,1,48.0,1.101,39.3,52.1,0.267,9.77%,1.3,429.7,0.0,350.0,65.19,1.214,1584.3,3.400000000000091,1.2000000000000028,True,False,True
783209,19244570,8548000,06/02/17,FJ627,G3188-001-110,0:08:09,1,46.8,1.1,39.1,51.9,0.263,9.71%,1.3,393.0,0.0,350.0,64.7,1.213,1587.7,3.400000000000091,1.2000000000000028,True,False,True
832573,19244570,8548000,06/02/17,FJ627,G3188-001-110,0:08,1,48.0,1.101,39.3,52.1,0.267,9.77%,1.3,429.7,0.0,350.0,65.19,1.214,1584.3,3.400000000000091,1.2000000000000028,True,False,True
832574,19244570,8548000,06/02/17,FJ627,G3188-001-110,0:08:09,1,46.8,1.1,39.1,51.9,0.263,9.71%,1.3,393.0,0.0,350.0,64.7,1.213,1587.7,3.400000000000091,1.2000000000000028,True,False,True
783212,19244570,8548000,06/01/17,FJ630,G3188-001-110,0:08,1,51.5,1.053,37.8,51.2,0.265,7.67%,1.3,497.4,0.0,350.0,68.31,1.147,1586.7,3.400000000000091,1.8999999999999986,True,False,True
783213,19244570,8548000,06/01/17,FJ630,G3188-001-110,0:08,1,53.4,1.054,38.1,52.2,0.272,7.03%,1.3,500.8,0.0,350.0,70.5,1.146,1583.3,3.400000000000091,1.8999999999999986,True,False,True
783216,19244570,8548000,06/02/17,FJ633,G3188-001-110,0:08:09,1,48.3,1.094,39.4,52.3,0.267,9.47%,1.2,358.0,0.0,350.0,66.2,1.205,1585.8,1.7000000000000455,0.10000000000000142,True,False,True
783217,19244570,8548000,06/02/17,FJ633,G3188-001-110,0:08:09,1,48.4,1.093,39.3,52.3,0.267,9.49%,1.2,378.0,0.0,350.0,66.25,1.202,1584.1,1.7000000000000455,0.10000000000000142,True,False,True
832582,19244570,8548000,06/02/17,FJ633,G3188-001-110,0:08:09,1,48.3,1.094,39.4,52.3,0.267,9.47%,1.2,358.0,0.0,350.0,66.2,1.205,1585.8,1.7000000000000455,0.10000000000000142,True,False,True
832583,19244570,8548000,06/02/17,FJ633,G3188-001-110,0:08:09,1,48.4,1.093,39.3,52.3,0.267,9.49%,1.2,378.0,0.0,350.0,66.25,1.202,1584.1,1.7000000000000455,0.10000000000000142,True,False,True
783259,19244570,8548000,06/01/17,FK105,G3188-001-110,0:08,1,53.3,1.063,41.2,56.4,0.292,6.53%,0.0,0.0,0.9440000000000001,350.0,76.2,1.156,1582.1,3.800000000000182,1.7999999999999972,True,False,True
783260,19244570,8548000,06/01/17,FK105,G3188-001-110,0:08,1,51.5,1.062,41.1,56.1,0.28800000000000003,6.72%,0.0,0.0,0.9470000000000001,350.0,75.58,1.155,1585.9,3.800000000000182,1.7999999999999972,True,False,True
783281,19244570,8548000,06/02/17,FK123,G3188-001-110,0:08,1,48.0,1.163,43.1,57.6,0.294,9.33%,1.5,484.3,0.0,350.0,73.6,1.3019999999999998,1583.7,1.7000000000000455,0.29999999999999716,True,False,True
783282,19244570,8548000,06/02/17,FK123,G3188-001-110,0:08,1,47.7,1.143,43.2,57.7,0.294,9.25%,1.4,487.6,0.0,350.0,74.06,1.273,1585.4,1.7000000000000455,0.29999999999999716,True,False,True
832666,19244570,8548000,06/02/17,FK123,G3188-001-110,0:08,1,48.0,1.163,43.1,57.6,0.294,9.33%,1.5,484.3,0.0,350.0,73.6,1.3019999999999998,1583.7,1.7000000000000455,0.29999999999999716,True,False,True
832667,19244570,8548000,06/02/17,FK123,G3188-001-110,0:08,1,47.7,1.143,43.2,57.7,0.294,9.25%,1.4,487.6,0.0,350.0,74.06,1.273,1585.4,1.7000000000000455,0.29999999999999716,True,False,True
783312,19244570,8548000,06/02/17,FU091,G3188-001-110,0:08,1,53.1,1.107,39.3,52.8,0.27899999999999997,9.70%,1.3,452.7,0.0,350.0,66.96,1.2209999999999999,1586.6,2.5,1.1000000000000014,True,False,True
783313,19244570,8548000,06/02/17,FU091,G3188-001-110,0:08:09,1,54.2,1.1059999999999999,39.4,53.1,0.282,9.55%,1.3,449.4,0.0,350.0,67.71,1.219,1584.1,2.5,1.1000000000000014,True,False,True
832696,19244570,8548000,06/02/17,FU091,G3188-001-110,0:08,1,53.1,1.107,39.3,52.8,0.27899999999999997,9.70%,1.3,452.7,0.0,350.0,66.96,1.2209999999999999,1586.6,2.5,1.1000000000000014,True,False,True
832697,19244570,8548000,06/02/17,FU091,G3188-001-110,0:08:09,1,54.2,1.1059999999999999,39.4,53.1,0.282,9.55%,1.3,449.4,0.0,350.0,67.71,1.219,1584.1,2.5,1.1000000000000014,True,False,True
783320,19244570,8548000,06/01/17,FU115,G3188-001-110,0:08:09,1,49.4,1.1,41.5,55.3,0.28600000000000003,9.76%,1.3,444.4,0.0,350.0,69.52,1.2109999999999999,1586.7,15.799999999999955,0.29999999999999716,True,False,True
783321,19244570,8548000,06/01/17,FU115,G3188-001-110,0:09,1,49.1,1.105,41.4,55.2,0.285,10.12%,1.3,439.4,0.0,350.0,69.16,1.218,1570.9,15.799999999999955,0.29999999999999716,True,False,True
783418,19244570,8548000,06/02/17,FW108,G3188-001-110,0:08,1,50.1,1.137,42.7,57.5,0.297,8.56%,1.4,482.6,0.0,350.0,74.46,1.263,1584.2,2.2999999999999545,1.7000000000000028,True,False,True
783419,19244570,8548000,06/02/17,FW108,G3188-001-110,0:08,1,48.4,1.1320000000000001,42.7,57.3,0.292,8.50%,1.4,481.0,0.0,350.0,74.24,1.2570000000000001,1586.5,2.2999999999999545,1.7000000000000028,True,False,True
832824,19244570,8548000,06/02/17,FW108,G3188-001-110,0:08,1,50.1,1.137,42.7,57.5,0.297,8.56%,1.4,482.6,0.0,350.0,74.46,1.263,1584.2,2.2999999999999545,1.7000000000000028,True,False,True
832825,19244570,8548000,06/02/17,FW108,G3188-001-110,0:08,1,48.4,1.1320000000000001,42.7,57.3,0.292,8.50%,1.4,481.0,0.0,350.0,74.24,1.2570000000000001,1586.5,2.2999999999999545,1.7000000000000028,True,False,True
783426,19244570,8548000,06/02/17,FW113,G3188-001-110,0:08,1,49.8,1.095,41.8,55.9,0.29100000000000004,9.78%,1.3,459.3,0.0,350.0,71.28,1.203,1583.2,4.899999999999864,1.3999999999999986,True,False,True
783427,19244570,8548000,06/02/17,FW113,G3188-001-110,0:08,1,48.4,1.093,41.8,55.8,0.285,9.32%,1.3,460.9,0.0,350.0,70.97,1.2009999999999998,1588.1,4.899999999999864,1.3999999999999986,True,False,True
832839,19244570,8548000,06/02/17,FW113,G3188-001-110,0:08,1,49.8,1.095,41.8,55.9,0.29100000000000004,9.78%,1.3,459.3,0.0,350.0,71.28,1.203,1583.2,4.899999999999864,1.3999999999999986,True,False,True
832840,19244570,8548000,06/02/17,FW113,G3188-001-110,0:08,1,48.4,1.093,41.8,55.8,0.285,9.32%,1.3,460.9,0.0,350.0,70.97,1.2009999999999998,1588.1,4.899999999999864,1.3999999999999986,True,False,True
783509,19244570,8548000,06/02/17,FX623,G3188-001-110,0:08,1,47.5,1.1540000000000001,42.3,56.0,0.28800000000000003,10.40%,1.4,466.0,0.0,350.0,70.28,1.286,1585.1,0.2999999999999545,0.20000000000000284,True,False,True
783510,19244570,8548000,06/02/17,FX623,G3188-001-110,0:08,1,47.7,1.1420000000000001,42.6,56.6,0.289,9.60%,1.4,466.1,0.0,350.0,71.62,1.27,1584.8,0.2999999999999545,0.20000000000000284,True,False,True
832921,19244570,8548000,06/02/17,FX623,G3188-001-110,0:08,1,47.5,1.1540000000000001,42.3,56.0,0.28800000000000003,10.40%,1.4,466.0,0.0,350.0,70.28,1.286,1585.1,0.2999999999999545,0.20000000000000284,True,False,True
832922,19244570,8548000,06/02/17,FX623,G3188-001-110,0:08,1,47.7,1.1420000000000001,42.6,56.6,0.289,9.60%,1.4,466.1,0.0,350.0,71.62,1.27,1584.8,0.2999999999999545,0.20000000000000284,True,False,True
783529,19244570,8548000,06/02/17,FX653,G3188-001-110,0:08,1,52.3,1.1159999999999999,38.6,51.9,0.27,8.66%,1.4,468.1,0.0,350.0,66.24,1.2329999999999999,1582.8,3.2999999999999545,1.5999999999999943,True,False,True
783530,19244570,8548000,06/02/17,FX653,G3188-001-110,0:08,1,50.7,1.115,38.4,51.4,0.266,9.19%,1.4,468.1,0.0,350.0,65.78,1.2309999999999999,1586.1,3.2999999999999545,1.5999999999999943,True,False,True
832942,19244570,8548000,06/02/17,FX653,G3188-001-110,0:08,1,52.3,1.1159999999999999,38.6,51.9,0.27,8.66%,1.4,468.1,0.0,350.0,66.24,1.2329999999999999,1582.8,3.2999999999999545,1.5999999999999943,True,False,True
832943,19244570,8548000,06/02/17,FX653,G3188-001-110,0:08,1,50.7,1.115,38.4,51.4,0.266,9.19%,1.4,468.1,0.0,350.0,65.78,1.2309999999999999,1586.1,3.2999999999999545,1.5999999999999943,True,False,True
783531,19244570,8548000,06/02/17,FX654,G3188-001-110,0:08,1,50.6,1.113,37.8,50.2,0.261,10.14%,1.3,464.7,0.0,350.0,62.2,1.23,1585.0,3.400000000000091,0.8999999999999986,True,False,True
783532,19244570,8548000,06/02/17,FX654,G3188-001-110,0:08,1,49.7,1.112,37.4,49.2,0.256,10.85%,1.3,463.1,0.0,350.0,61.33,1.229,1588.4,3.400000000000091,0.8999999999999986,True,False,True
832944,19244570,8548000,06/02/17,FX654,G3188-001-110,0:08,1,50.6,1.113,37.8,50.2,0.261,10.14%,1.3,464.7,0.0,350.0,62.2,1.23,1585.0,3.400000000000091,0.8999999999999986,True,False,True
832945,19244570,8548000,06/02/17,FX654,G3188-001-110,0:08,1,49.7,1.112,37.4,49.2,0.256,10.85%,1.3,463.1,0.0,350.0,61.33,1.229,1588.4,3.400000000000091,0.8999999999999986,True,False,True
783562,19244570,8548000,06/01/17,FY093,G3188-001-110,0:08:09,1,50.3,1.125,40.8,54.2,0.28300000000000003,10.26%,1.3,449.4,0.0,350.0,67.68,1.244,1586.2,2.6000000000001364,0.9000000000000057,True,False,True
783563,19244570,8548000,06/01/17,FY093,G3188-001-110,0:08:09,1,51.2,1.12,40.9,54.6,0.28600000000000003,10.01%,1.3,446.1,0.0,350.0,68.41,1.237,1583.6,2.6000000000001364,0.9000000000000057,True,False,True
783572,19244570,8548000,06/02/17,FY113,G3188-001-110,0:08,1,49.3,1.099,40.0,53.8,0.275,8.10%,1.3,466.5,0.0,350.0,69.64,1.209,1584.1,2.400000000000091,0.09999999999999432,True,False,True
783573,19244570,8548000,06/02/17,FY113,G3188-001-110,0:08,1,49.2,1.1,40.0,53.8,0.27399999999999997,7.98%,1.3,466.4,0.0,350.0,69.62,1.2109999999999999,1586.5,2.400000000000091,0.09999999999999432,True,False,True
832987,19244570,8548000,06/02/17,FY113,G3188-001-110,0:08,1,49.3,1.099,40.0,53.8,0.275,8.10%,1.3,466.5,0.0,350.0,69.64,1.209,1584.1,2.400000000000091,0.09999999999999432,True,False,True
832988,19244570,8548000,06/02/17,FY113,G3188-001-110,0:08,1,49.2,1.1,40.0,53.8,0.27399999999999997,7.98%,1.3,466.4,0.0,350.0,69.62,1.2109999999999999,1586.5,2.400000000000091,0.09999999999999432,True,False,True
783578,19244570,8548000,06/02/17,FY119,G3188-001-110,0:08,1,48.0,1.139,43.3,58.1,0.29600000000000004,8.41%,1.4,491.0,0.0,350.0,75.51,1.265,1586.3,1.7000000000000455,0.5,True,False,True
783579,19244570,8548000,06/02/17,FY119,G3188-001-110,0:08,1,48.5,1.133,43.5,58.5,0.299,8.32%,1.4,492.7,0.0,350.0,76.41,1.2570000000000001,1584.6,1.7000000000000455,0.5,True,False,True
832989,19244570,8548000,06/02/17,FY119,G3188-001-110,0:08,1,48.0,1.139,43.3,58.1,0.29600000000000004,8.41%,1.4,491.0,0.0,350.0,75.51,1.265,1586.3,1.7000000000000455,0.5,True,False,True
832990,19244570,8548000,06/02/17,FY119,G3188-001-110,0:08,1,48.5,1.133,43.5,58.5,0.299,8.32%,1.4,492.7,0.0,350.0,76.41,1.2570000000000001,1584.6,1.7000000000000455,0.5,True,False,True
783639,19244570,8548000,06/02/17,HC624,G3188-001-110,0:08,1,47.9,1.1540000000000001,42.4,56.5,0.28800000000000003,9.44%,1.4,459.3,0.0,350.0,71.89,1.285,1585.3,1.8999999999998636,1.1000000000000014,True,False,True
783640,19244570,8548000,06/02/17,HC624,G3188-001-110,0:08,1,49.0,1.112,42.6,57.0,0.294,9.38%,1.3,457.7,0.0,350.0,72.87,1.226,1583.4,1.8999999999998636,1.1000000000000014,True,False,True
833073,19244570,8548000,06/02/17,HC624,G3188-001-110,0:08,1,47.9,1.1540000000000001,42.4,56.5,0.28800000000000003,9.44%,1.4,459.3,0.0,350.0,71.89,1.285,1585.3,1.8999999999998636,1.1000000000000014,True,False,True
833074,19244570,8548000,06/02/17,HC624,G3188-001-110,0:08,1,49.0,1.112,42.6,57.0,0.294,9.38%,1.3,457.7,0.0,350.0,72.87,1.226,1583.4,1.8999999999998636,1.1000000000000014,True,False,True
783646,19244570,8548000,06/02/17,HC628,G3188-001-110,0:08:09,1,48.5,1.112,38.8,51.5,0.264,9.71%,1.3,441.4,0.0,350.0,64.16,1.226,1585.4,4.0,1.2999999999999972,True,False,True
783647,19244570,8548000,06/02/17,HC628,G3188-001-110,0:08:09,1,49.8,1.111,39.2,52.3,0.27,9.64%,1.3,441.4,0.0,350.0,65.83,1.224,1581.4,4.0,1.2999999999999972,True,False,True
833080,19244570,8548000,06/02/17,HC628,G3188-001-110,0:08:09,1,48.5,1.112,38.8,51.5,0.264,9.71%,1.3,441.4,0.0,350.0,64.16,1.226,1585.4,4.0,1.2999999999999972,True,False,True
833081,19244570,8548000,06/02/17,HC628,G3188-001-110,0:08:09,1,49.8,1.111,39.2,52.3,0.27,9.64%,1.3,441.4,0.0,350.0,65.83,1.224,1581.4,4.0,1.2999999999999972,True,False,True
783652,19244570,8548000,06/02/17,HC634,G3188-001-110,0:08,1,47.3,1.145,43.7,58.4,0.297,9.02%,1.4,479.4,0.0,350.0,75.05,1.274,1585.4,4.5,1.4000000000000057,True,False,True
783653,19244570,8548000,06/02/17,HC634,G3188-001-110,0:08,1,48.7,1.1440000000000001,43.8,58.8,0.3,8.78%,1.4,479.4,0.0,350.0,75.71,1.271,1580.9,4.5,1.4000000000000057,True,False,True
833086,19244570,8548000,06/02/17,HC634,G3188-001-110,0:08,1,47.3,1.145,43.7,58.4,0.297,9.02%,1.4,479.4,0.0,350.0,75.05,1.274,1585.4,4.5,1.4000000000000057,True,False,True
833087,19244570,8548000,06/02/17,HC634,G3188-001-110,0:08,1,48.7,1.1440000000000001,43.8,58.8,0.3,8.78%,1.4,479.4,0.0,350.0,75.71,1.271,1580.9,4.5,1.4000000000000057,True,False,True
783656,19244570,8548000,06/02/17,HC640,G3188-001-110,0:08:09,1,48.6,1.166,41.6,54.5,0.28300000000000003,12.10%,1.4,417.8,0.0,350.0,64.27,1.3030000000000002,1583.2,4.399999999999864,1.7000000000000028,True,False,True
783657,19244570,8548000,06/02/17,HC640,G3188-001-110,0:08:09,1,46.9,1.1740000000000002,41.1,53.5,0.278,13.19%,1.4,412.7,0.0,350.0,62.21,1.3159999999999998,1587.6,4.399999999999864,1.7000000000000028,True,False,True
833090,19244570,8548000,06/02/17,HC640,G3188-001-110,0:08:09,1,48.6,1.166,41.6,54.5,0.28300000000000003,12.10%,1.4,417.8,0.0,350.0,64.27,1.3030000000000002,1583.2,4.399999999999864,1.7000000000000028,True,False,True
833091,19244570,8548000,06/02/17,HC640,G3188-001-110,0:08:09,1,46.9,1.1740000000000002,41.1,53.5,0.278,13.19%,1.4,412.7,0.0,350.0,62.21,1.3159999999999998,1587.6,4.399999999999864,1.7000000000000028,True,False,True
832322,19244570,8548000,06/28/17,FC613,G3188-001-110,0:08,1,54.8,1.0759999999999998,36.1,48.6,0.261,9.96%,1.3,458.3,0.0,350.0,61.07,1.178,1588.1,7.099999999999909,1.3000000000000043,True,False,True
832323,19244570,8548000,06/28/17,FC613,G3188-001-110,0:08,1,56.1,1.071,36.7,49.7,0.267,9.45%,1.3,455.0,0.0,350.0,63.0,1.17,1581.0,7.099999999999909,1.3000000000000043,True,False,True
832346,19244570,8548000,06/03/17,FC634,G3188-001-110,0:09,1,49.2,1.114,39.2,51.8,0.266,10.82%,1.3,403.0,0.0,350.0,62.76,1.227,1577.8,8.600000000000136,0.09999999999999432,True,False,True
832347,19244570,8548000,06/03/17,FC634,G3188-001-110,0:08:09,1,49.3,1.114,39.2,51.7,0.268,11.20%,1.3,399.6,0.0,350.0,62.8,1.226,1586.4,8.600000000000136,0.09999999999999432,True,False,True
832580,19244570,8548000,06/03/17,FJ632,G3188-001-110,0:08,1,46.8,1.13,43.8,58.9,0.298,8.25%,1.4,475.9,0.0,350.0,77.18,1.253,1585.9,1.900000000000091,1.4000000000000057,True,False,True
832581,19244570,8548000,06/03/17,FJ632,G3188-001-110,0:08,1,48.2,1.13,43.9,59.1,0.301,8.10%,1.4,474.3,0.0,350.0,77.91,1.254,1584.0,1.900000000000091,1.4000000000000057,True,False,True
832586,19244570,8548000,06/03/17,FJ636,G3188-001-110,0:08,1,47.2,1.149,43.6,58.5,0.295,8.72%,1.4,462.8,0.0,350.0,75.96,1.28,1584.5,3.599999999999909,1.7000000000000028,True,False,True
832587,19244570,8548000,06/03/17,FJ636,G3188-001-110,0:08,1,45.5,1.139,43.7,58.5,0.292,8.40%,1.4,469.4,0.0,350.0,76.19,1.2670000000000001,1588.1,3.599999999999909,1.7000000000000028,True,False,True
832650,19244570,8548000,06/03/17,FK109,G3188-001-110,0:08,1,50.2,1.1059999999999999,37.7,50.2,0.26,9.92%,1.3,448.1,0.0,350.0,62.78,1.222,1586.9,2.800000000000182,1.5,True,False,True
832651,19244570,8548000,06/03/17,FK109,G3188-001-110,0:08,1,51.7,1.1059999999999999,37.7,50.4,0.264,9.60%,1.3,443.1,0.0,350.0,63.34,1.22,1584.1,2.800000000000182,1.5,True,False,True
832652,19244570,8548000,06/03/17,FK113,G3188-001-110,0:08,1,47.8,1.18,42.3,56.8,0.289,8.40%,1.5,489.3,0.0,350.0,73.89,1.327,1588.5,3.599999999999909,1.6000000000000014,True,False,True
832653,19244570,8548000,06/03/17,FK113,G3188-001-110,0:08,1,49.4,1.149,42.2,56.9,0.292,8.51%,1.4,485.9,0.0,350.0,74.0,1.2819999999999998,1584.9,3.599999999999909,1.6000000000000014,True,False,True
832805,19244570,8548000,06/03/17,FV651,G3188-001-110,0:08:09,1,47.7,1.084,41.5,55.1,0.281,9.38%,1.2,349.8,0.0,350.0,69.53,1.187,1581.6,3.800000000000182,1.6000000000000014,True,False,True
832806,19244570,8548000,06/03/17,FV651,G3188-001-110,0:08:09,1,46.1,1.081,41.6,55.2,0.27899999999999997,9.26%,1.2,355.2,0.0,350.0,70.48,1.182,1585.4,3.800000000000182,1.6000000000000014,True,False,True
832821,19244570,8548000,06/03/17,FW106,G3188-001-110,0:08,1,47.8,1.181,42.8,57.5,0.292,8.64%,1.5,492.6,0.0,350.0,74.14,1.327,1587.5,3.099999999999909,1.7000000000000028,True,False,True
832822,19244570,8548000,06/03/17,FW106,G3188-001-110,0:08,1,49.5,1.176,43.0,57.9,0.297,8.58%,1.5,491.0,0.0,350.0,74.84,1.319,1584.4,3.099999999999909,1.7000000000000028,True,False,True
832844,19244570,8548000,06/03/17,FW118,G3188-001-110,0:08,1,50.5,1.092,38.4,51.4,0.266,9.20%,1.3,436.4,0.0,350.0,65.49,1.199,1585.0,0.900000000000091,0.7000000000000028,True,False,True
832845,19244570,8548000,06/03/17,FW118,G3188-001-110,0:08,1,49.8,1.0959999999999999,38.6,51.8,0.266,8.81%,1.3,439.7,0.0,350.0,66.23,1.205,1585.9,0.900000000000091,0.7000000000000028,True,False,True
786666,19253570,8555000,04/05/17,EL598,G3188-001-110,0:08:05,1,70.1,1.068,30.4,42.0,0.25,9.62%,0.0,0.0,0.89,350.0,53.06,1.151,1554.5,15.700000000000045,0.09999999999999432,True,False,True
786667,19253570,8555000,04/10/17,EL598,G3188-001-110,0:05,1,70.0,1.063,30.4,42.2,0.25,9.08%,1.2209999999999999,481.0,0.871,350.0,54.14,1.1440000000000001,1570.2,15.700000000000045,0.09999999999999432,True,False,True
787252,19253570,8555000,04/02/17,EY160,G3188-001-110,0:08:04,1,61.3,1.0659999999999998,0.0,45.6,0.256,9.43%,0.0,0.0,0.898,350.0,55.72,1.1420000000000001,1554.5,3.5,0.09999999999999432,True,False,True
787253,19253570,8555000,04/08/17,EY160,G3188-001-110,0:09,1,61.2,1.065,33.4,45.0,0.253,10.63%,1.173,417.8,0.8909999999999999,350.0,55.48,1.14,1558.0,3.5,0.09999999999999432,True,False,True
841825,19262570,8641000,07/07/17,EK081,G3188-001-110,0:05:04,1,73.4,1.099,28.9,40.0,0.24600000000000002,10.54%,0.0,0.0,0.0,350.0,48.42,1.205,1553.6,3.0,1.5,True,False,True
841826,19262570,8641000,07/07/17,EK081,G3188-001-110,0:05:04,1,71.9,1.0979999999999999,29.3,40.2,0.24600000000000002,11.25%,0.0,0.0,0.0,350.0,48.63,1.204,1556.6,3.0,1.5,True,False,True
841839,19262570,8641000,07/10/17,ET590,G3188-001-110,0:05:04,1,96.4,1.083,17.7,24.8,0.195,15.49%,0.0,0.0,0.0,350.0,23.7,1.175,1554.9,2.2999999999999545,0.09999999999999432,True,False,True
841840,19262570,8641000,07/10/17,ET590,G3188-001-110,0:05:04,1,96.5,1.084,17.8,24.8,0.19399999999999998,15.12%,0.0,0.0,0.0,350.0,23.48,1.175,1557.2,2.2999999999999545,0.09999999999999432,True,False,True
789448,19262570,8641001,04/09/17,FC586,G3188-001-110,0:08:05,1,79.3,1.153,32.7,46.8,0.295,7.91%,1.383,478.9,1.2309999999999999,350.0,61.67,1.2690000000000001,1553.0,5.099999999999909,0.5999999999999943,True,False,True
789449,19262570,8641001,04/11/17,FC586,G3188-001-110,0:09:5:4,1,78.7,1.12,29.2,41.3,0.263,9.55%,1.288,439.3,1.115,350.0,51.05,1.224,1558.1,5.099999999999909,0.5999999999999943,True,False,True
317904,C16952A571,4420000,07/14/15,HE141,G3188-001-110,0:06,2,62.9,1.104,35.5,49.1,0.27399999999999997,7.40%,0.0,0.0,1.05,250.0,49.09,1.104,1558.5,3.599999999999909,1.3000000000000043,True,False,True
317905,C16952A571,4420000,07/23/15,HE141,G3188-001-110,0:06,2,64.2,1.111,34.1,46.8,0.267,8.96%,0.0,0.0,1.07,350.0,59.52,1.236,1554.9,3.599999999999909,1.3000000000000043,True,False,True
317907,C16952A571,4420000,07/14/15,HE142,G3188-001-110,0:06,2,60.5,1.1079999999999999,36.9,51.0,0.28,6.89%,0.0,0.0,1.071,250.0,50.95,1.1079999999999999,1553.9,9.899999999999864,0.10000000000000142,True,False,True
317908,C16952A571,4420000,07/23/15,HE142,G3188-001-110,0:06,2,60.4,1.113,35.8,48.7,0.27,8.84%,0.0,0.0,1.09,350.0,62.09,1.24,1563.8,9.899999999999864,0.10000000000000142,True,False,True
317961,C16952A571,4420000,07/13/15,HF593,G3188-001-110,0:06,2,59.3,1.114,36.2,49.3,0.272,8.57%,0.0,0.0,1.07,250.0,49.3,1.114,1550.0,5.900000000000091,0.7999999999999972,True,False,True
317962,C16952A571,4420000,07/23/15,HF593,G3188-001-110,0:06,2,58.5,1.115,36.4,49.4,0.271,8.86%,0.0,0.0,1.091,350.0,62.66,1.2409999999999999,1555.9,5.900000000000091,0.7999999999999972,True,False,True
317970,C16952A571,4420000,07/13/15,HF598,G3188-001-110,0:05:06,2,67.4,1.115,32.1,44.5,0.258,8.04%,0.0,0.0,1.1,250.0,44.5,1.115,1551.4,5.7999999999999545,0.10000000000000853,True,False,True
317971,C16952A571,4420000,07/23/15,HF598,G3188-001-110,0:05:06,2,67.3,1.1159999999999999,31.8,43.8,0.256,8.86%,0.0,0.0,1.1,350.0,55.33,1.2429999999999999,1557.2,5.7999999999999545,0.10000000000000853,True,False,True
318544,C16952D571,4451000,07/18/15,FH155,G3188-001-110,0:09,2,43.7,1.109,43.6,58.0,0.28800000000000003,8.03%,1.192,318.4,1.071,350.0,75.02,1.228,1558.1,3.199999999999818,0.5999999999999943,True,False,True
318545,C16952D571,4451000,09/15/15,FH155,G3188-001-110,0:08,2,44.3,1.109,39.2,52.6,0.26,7.23%,0.0,0.0,1.065,350.0,69.22,1.226,1554.9,3.199999999999818,0.5999999999999943,True,False,True
